Date,Transaction Description,Category,Amount,Type,Month
2022-11-15,Your less social form.,food & drink,1739.13,Expense,2022-11
2022-11-17,Entire hotel.,rent,1464.55,Expense,2022-11
2022-11-17,Consider time economic high.,health & fitness,1701.71,Expense,2022-11
2022-11-18,Window research his.,shopping,443.48,Expense,2022-11
2022-11-19,Scene almost leave.,entertainment,994.48,Expense,2022-11
2022-11-21,Program decade home which view.,travel,682.13,Expense,2022-11
2022-11-22,Rock seat near business loss.,salary,1578.72,Expense,2022-11
2022-11-26,Growth appear project.,food & drink,101.43,Expense,2022-11
2022-11-26,Plan foot cold.,salary,42.4,Expense,2022-11
2022-11-28,Build smile across among situation.,utilities,888.16,Expense,2022-11
2022-11-28,Choice side eat matter rather.,other,2157.0,Income,2022-11
2022-12-01,Art green child movie blue.,utilities,1765.47,Expense,2022-12
2022-12-03,First next popular.,travel,195.75,Expense,2022-12
2022-12-04,Run again help right.,rent,749.97,Expense,2022-12
2022-12-05,Magazine join.,utilities,113.06,Expense,2022-12
2022-12-05,Recent couple cost girl run.,entertainment,864.17,Expense,2022-12
2022-12-07,Trial never attention choice fast.,investment,508.0,Income,2022-12
2022-12-12,Happen a point here control.,rent,274.07,Expense,2022-12
2022-12-13,Task simply draw return probably.,salary,28.48,Expense,2022-12
2022-12-15,Couple raise she child.,rent,1976.43,Expense,2022-12
2022-12-16,Important focus benefit probably.,utilities,960.62,Expense,2022-12
2022-12-18,Condition all blood.,rent,1464.22,Expense,2022-12
2022-12-22,All politics.,other,3511.0,Income,2022-12
2022-12-28,Moment red eight hand.,utilities,771.61,Expense,2022-12
2022-12-30,Us decade.,utilities,1286.74,Expense,2022-12
2022-12-31,Life police.,rent,1065.71,Expense,2022-12
2023-01-03,Sea three state some around.,investment,4105.0,Income,2023-01
2023-01-04,American audience fight war whether.,entertainment,1259.88,Expense,2023-01
2023-01-04,Rise mother.,other,4124.0,Income,2023-01
2023-01-06,Moment eat personal.,rent,1794.22,Expense,2023-01
2023-01-09,See indeed black police group.,investment,3645.0,Income,2023-01
2023-01-10,Third coach congress husband.,shopping,635.86,Expense,2023-01
2023-01-11,Move outside value.,other,1190.0,Income,2023-01
2023-01-13,Yard foot he share issue.,travel,1560.15,Expense,2023-01
2023-01-15,Drive nation heart nearly season.,travel,418.84,Expense,2023-01
2023-01-16,Language however risk work.,entertainment,1498.21,Expense,2023-01
2023-01-17,Career three according worker democrat.,food & drink,1569.77,Expense,2023-01
2023-01-18,Sign wall.,entertainment,994.83,Expense,2023-01
2023-01-19,Memory number occur behind leave.,other,1081.0,Income,2023-01
2023-01-19,Enter threat economic.,food & drink,1973.9,Expense,2023-01
2023-01-19,Begin hundred truth.,utilities,779.81,Expense,2023-01
2023-01-19,Society common stay ready.,shopping,737.17,Expense,2023-01
2023-01-19,Organization feel.,salary,1909.36,Expense,2023-01
2023-01-20,Bad argue side girl.,food & drink,1178.85,Expense,2023-01
2023-01-21,Us building side section.,investment,826.0,Income,2023-01
2023-01-21,Him fight american music change.,shopping,1018.16,Expense,2023-01
2023-01-22,Check purpose young.,shopping,852.91,Expense,2023-01
2023-01-23,Offer bed it skill challenge.,utilities,562.16,Expense,2023-01
2023-01-23,Live seat.,entertainment,1948.88,Expense,2023-01
2023-01-23,Energy huge its recently.,other,3700.0,Income,2023-01
2023-01-24,Nice maintain present cultural.,rent,627.24,Expense,2023-01
2023-01-24,Drug entire involve.,entertainment,125.23,Expense,2023-01
2023-01-24,Both including.,other,1450.0,Income,2023-01
2023-01-24,Couple general pretty show.,food & drink,625.49,Expense,2023-01
2023-01-24,Pattern wrong kind certainly.,utilities,247.69,Expense,2023-01
2023-01-24,Current health serious.,food & drink,336.03,Expense,2023-01
2023-01-25,Science drug.,travel,342.26,Expense,2023-01
2023-01-26,Add really born.,other,1467.0,Income,2023-01
2023-01-27,Age decade mrs data.,food & drink,676.67,Expense,2023-01
2023-01-27,Nature performance yeah.,rent,533.27,Expense,2023-01
2023-01-28,On professional analysis color.,rent,997.33,Expense,2023-01
2023-01-29,Smile peace apply.,food & drink,1004.22,Expense,2023-01
2023-01-29,Home even.,health & fitness,323.05,Expense,2023-01
2023-01-30,Affect test.,rent,464.52,Expense,2023-01
2023-01-31,Woman meet report.,food & drink,1718.79,Expense,2023-01
2023-01-31,Term mother cost may.,investment,4364.0,Income,2023-01
2023-02-01,Unit again easy morning four.,utilities,366.13,Expense,2023-02
2023-02-02,Adult range green.,food & drink,1110.2,Expense,2023-02
2023-02-03,You without every.,shopping,456.79,Expense,2023-02
2023-02-06,Election hit yourself wrong want.,health & fitness,549.8,Expense,2023-02
2023-02-07,Charge today prevent.,other,1478.0,Income,2023-02
2023-02-07,Minute question their rather.,food & drink,366.9,Expense,2023-02
2023-02-08,Of interview fine.,food & drink,1908.62,Expense,2023-02
2023-02-08,My deal catch must.,other,2812.0,Income,2023-02
2023-02-09,Finally relate model.,travel,661.33,Expense,2023-02
2023-02-12,Yet wish certain usually.,food & drink,744.15,Expense,2023-02
2023-02-13,Attack mouth rest contain.,travel,1481.76,Expense,2023-02
2023-02-15,She they.,health & fitness,1187.46,Expense,2023-02
2023-02-16,Field seat start pm.,entertainment,1467.6,Expense,2023-02
2023-02-18,Single blood continue.,entertainment,309.63,Expense,2023-02
2023-02-20,Note discuss discussion reach grow.,food & drink,473.67,Expense,2023-02
2023-02-20,Maybe painting republican.,food & drink,1902.47,Expense,2023-02
2023-02-22,System man case.,other,3019.0,Income,2023-02
2023-02-22,Allow share address.,investment,3939.0,Income,2023-02
2023-02-24,Development provide dark daughter.,food & drink,1945.39,Expense,2023-02
2023-02-26,Term majority foot leader.,other,1262.0,Income,2023-02
2023-02-26,If among save herself.,investment,4757.0,Income,2023-02
2023-02-26,Particularly score order modern.,health & fitness,922.33,Expense,2023-02
2023-02-28,Body lead there there early.,rent,1015.8,Expense,2023-02
2023-03-03,Worker always hold share.,shopping,158.91,Expense,2023-03
2023-03-03,Fact huge fight.,shopping,1328.26,Expense,2023-03
2023-03-05,Coach family try ready.,other,2638.0,Income,2023-03
2023-03-05,Stop later reveal both.,shopping,1404.44,Expense,2023-03
2023-03-05,Career including late condition opportunity.,health & fitness,910.99,Expense,2023-03
2023-03-07,Bed food possible represent.,entertainment,280.86,Expense,2023-03
2023-03-08,Before relationship plant.,rent,319.27,Expense,2023-03
2023-03-08,Religious risk window partner civil.,other,3072.0,Income,2023-03
2023-03-08,Analysis color friend the.,health & fitness,1929.62,Expense,2023-03
2023-03-08,Than condition republican.,travel,932.06,Expense,2023-03
2023-03-10,Finally shoulder land.,rent,323.65,Expense,2023-03
2023-03-10,Together whether about.,food & drink,437.89,Expense,2023-03
2023-03-12,Learn talk.,utilities,191.51,Expense,2023-03
2023-03-13,Part management.,health & fitness,798.53,Expense,2023-03
2023-03-13,Process law kind over according.,other,2631.0,Income,2023-03
2023-03-13,People newspaper stay.,utilities,71.85,Expense,2023-03
2023-03-15,Challenge president already.,salary,1116.35,Expense,2023-03
2023-03-15,Study fear turn any indicate.,rent,929.47,Expense,2023-03
2023-03-16,Public particularly reality.,utilities,251.69,Expense,2023-03
2023-03-16,Concern lay often use behavior.,investment,1570.0,Income,2023-03
2023-03-18,Happy her attack interview.,other,3549.0,Income,2023-03
2023-03-18,Fall care.,rent,1168.82,Expense,2023-03
2023-03-21,Money modern receive partner.,rent,53.38,Expense,2023-03
2023-03-22,Role pick would low read.,other,1555.0,Income,2023-03
2023-03-23,Participant first moment yet.,other,1503.0,Income,2023-03
2023-03-23,Pass market role.,other,914.0,Income,2023-03
2023-03-23,Space this discussion fact.,other,3735.0,Income,2023-03
2023-03-24,Brother let.,shopping,1369.59,Expense,2023-03
2023-03-27,Son yourself increase.,investment,2033.0,Income,2023-03
2023-03-29,Night point action cut.,salary,1768.01,Expense,2023-03
2023-03-30,So film media.,investment,2917.0,Income,2023-03
2023-03-31,Box four.,salary,131.35,Expense,2023-03
2023-03-31,Pattern ahead compare form full.,utilities,844.28,Expense,2023-03
2023-04-01,Something population loss physical.,entertainment,1265.2,Expense,2023-04
2023-04-01,Leg sport until argue.,food & drink,1978.91,Expense,2023-04
2023-04-04,North question new.,health & fitness,964.57,Expense,2023-04
2023-04-07,Officer forward trouble.,health & fitness,1826.23,Expense,2023-04
2023-04-08,Wide exactly.,shopping,548.17,Expense,2023-04
2023-04-09,Worker phone success number.,investment,740.0,Income,2023-04
2023-04-10,Organization ten seem.,travel,126.6,Expense,2023-04
2023-04-10,Even beautiful.,health & fitness,1536.02,Expense,2023-04
2023-04-13,Later week democratic few.,utilities,209.27,Expense,2023-04
2023-04-15,Size sing tree kitchen.,travel,1072.04,Expense,2023-04
2023-04-16,Toward child future low.,food & drink,1530.46,Expense,2023-04
2023-04-20,Simply century the.,shopping,716.06,Expense,2023-04
2023-04-20,Day already hold.,utilities,360.44,Expense,2023-04
2023-04-21,About usually.,health & fitness,1828.82,Expense,2023-04
2023-04-22,Level animal minute probably.,other,1664.0,Income,2023-04
2023-04-22,Officer fine.,entertainment,1675.03,Expense,2023-04
2023-04-23,Customer expert mother significant.,salary,1088.83,Expense,2023-04
2023-04-24,Chance event address.,investment,1239.0,Income,2023-04
2023-04-25,Bill my near even wall.,investment,663.0,Income,2023-04
2023-05-02,Each author party full kitchen.,food & drink,670.15,Expense,2023-05
2023-05-02,Likely push.,utilities,688.11,Expense,2023-05
2023-05-03,Approach interview condition other.,other,987.0,Income,2023-05
2023-05-05,Green forward cup serve speak.,investment,1408.0,Income,2023-05
2023-05-05,Nothing behavior sort recognize.,health & fitness,1921.51,Expense,2023-05
2023-05-05,Financial popular short like.,shopping,1176.17,Expense,2023-05
2023-05-07,Technology pay tree.,health & fitness,281.54,Expense,2023-05
2023-05-12,Record professor small.,other,4491.0,Income,2023-05
2023-05-14,Maintain assume both long.,utilities,1417.29,Expense,2023-05
2023-05-14,Should page camera.,health & fitness,454.24,Expense,2023-05
2023-05-14,Stage someone for power.,utilities,762.98,Expense,2023-05
2023-05-15,Leave opportunity draw during city.,travel,263.42,Expense,2023-05
2023-05-15,At decade really issue.,shopping,1703.01,Expense,2023-05
2023-05-16,Skin name door production back.,food & drink,372.34,Expense,2023-05
2023-05-17,Boy other foot best.,entertainment,1282.9,Expense,2023-05
2023-05-18,Final image our.,other,1652.0,Income,2023-05
2023-05-19,Management produce bed stage.,rent,483.61,Expense,2023-05
2023-05-20,Serious produce.,utilities,1276.01,Expense,2023-05
2023-05-20,Factor past language day theory.,health & fitness,898.79,Expense,2023-05
2023-05-20,Some quickly truth view response.,entertainment,1389.42,Expense,2023-05
2023-05-22,Old particularly.,rent,1443.62,Expense,2023-05
2023-05-22,Summer system artist too.,other,3937.0,Income,2023-05
2023-05-22,Reflect star.,shopping,991.23,Expense,2023-05
2023-05-25,Technology tend.,shopping,211.84,Expense,2023-05
2023-05-28,Reduce hour fish him.,entertainment,333.69,Expense,2023-05
2023-05-29,Nation production little could.,investment,2915.0,Income,2023-05
2023-05-29,Style child young prove.,other,1357.0,Income,2023-05
2023-05-30,Author administration.,investment,3575.0,Income,2023-05
2023-06-02,Window career case south.,investment,4981.0,Income,2023-06
2023-06-03,Us perhaps lawyer interest star.,rent,682.52,Expense,2023-06
2023-06-04,Difficult interesting account marriage.,salary,1411.96,Expense,2023-06
2023-06-05,Especially unit office almost.,utilities,1218.56,Expense,2023-06
2023-06-08,Low happy oil which bag.,food & drink,211.5,Expense,2023-06
2023-06-08,Let back three.,entertainment,824.47,Expense,2023-06
2023-06-09,Line score whether.,travel,1324.59,Expense,2023-06
2023-06-09,Something fine apply gas sing.,rent,108.77,Expense,2023-06
2023-06-10,Mention light safe inside.,salary,315.64,Expense,2023-06
2023-06-10,Cold reason our.,shopping,184.38,Expense,2023-06
2023-06-13,Employee picture official of prevent.,salary,407.35,Expense,2023-06
2023-06-15,Agree machine camera baby six.,investment,2890.0,Income,2023-06
2023-06-16,Past every either.,salary,1689.1,Expense,2023-06
2023-06-16,Company option character land space.,shopping,947.18,Expense,2023-06
2023-06-17,Machine son television.,travel,191.36,Expense,2023-06
2023-06-17,Whose other.,utilities,748.33,Expense,2023-06
2023-06-19,Sell include himself produce.,utilities,897.09,Expense,2023-06
2023-06-21,Official success approach.,salary,534.17,Expense,2023-06
2023-06-22,Apply less.,food & drink,310.75,Expense,2023-06
2023-06-22,Live way two.,rent,180.56,Expense,2023-06
2023-06-23,Raise hope enjoy most.,shopping,1941.7,Expense,2023-06
2023-06-25,Eye something.,food & drink,1683.19,Expense,2023-06
2023-06-25,Which raise american truth.,shopping,1931.6,Expense,2023-06
2023-06-25,Particular present evening establish.,salary,1149.7,Expense,2023-06
2023-06-26,Pressure hospital significant.,travel,167.12,Expense,2023-06
2023-06-30,Side mind question year finish.,food & drink,1009.18,Expense,2023-06
2023-07-01,Story activity.,utilities,249.36,Expense,2023-07
2023-07-02,Billion land detail exist cover.,utilities,1898.63,Expense,2023-07
2023-07-05,Begin voice prevent structure wear.,investment,2078.0,Income,2023-07
2023-07-05,Beat painting heavy.,other,1141.0,Income,2023-07
2023-07-06,To receive education.,shopping,411.82,Expense,2023-07
2023-07-07,Police two.,utilities,1669.88,Expense,2023-07
2023-07-07,Realize property show either.,rent,183.18,Expense,2023-07
2023-07-10,Since him four.,health & fitness,1714.68,Expense,2023-07
2023-07-10,Western enough key.,food & drink,1575.24,Expense,2023-07
2023-07-10,Particular condition man.,shopping,233.91,Expense,2023-07
2023-07-10,Shoulder despite poor tree resource.,investment,1365.0,Income,2023-07
2023-07-11,Authority number.,rent,1573.63,Expense,2023-07
2023-07-13,Affect marriage present a.,health & fitness,1757.01,Expense,2023-07
2023-07-15,Entire record toward off.,salary,1148.33,Expense,2023-07
2023-07-15,Long identify road speech.,utilities,558.07,Expense,2023-07
2023-07-15,Difficult his ready sister building.,other,817.0,Income,2023-07
2023-07-15,Four field area young.,health & fitness,1384.12,Expense,2023-07
2023-07-15,Movement which ball least.,other,2700.0,Income,2023-07
2023-07-16,Computer always his.,food & drink,682.35,Expense,2023-07
2023-07-17,Receive to piece.,travel,567.89,Expense,2023-07
2023-07-18,Be plan same cause.,rent,1945.27,Expense,2023-07
2023-07-19,Rest or.,travel,1948.7,Expense,2023-07
2023-07-19,As music film move.,health & fitness,546.15,Expense,2023-07
2023-07-20,Already argue.,rent,383.99,Expense,2023-07
2023-07-21,Brother southern project learn.,shopping,1484.48,Expense,2023-07
2023-07-23,Scientist do author.,health & fitness,1643.82,Expense,2023-07
2023-07-25,President likely truth animal.,utilities,140.58,Expense,2023-07
2023-07-26,Common anyone.,shopping,279.94,Expense,2023-07
2023-07-27,Lay color.,food & drink,355.74,Expense,2023-07
2023-07-27,Box organization.,entertainment,1675.58,Expense,2023-07
2023-07-30,Source international.,salary,110.61,Expense,2023-07
2023-08-01,Building range national focus.,entertainment,555.22,Expense,2023-08
2023-08-04,Or friend.,shopping,1274.47,Expense,2023-08
2023-08-05,Center indeed recent.,investment,2481.0,Income,2023-08
2023-08-07,Just understand american.,salary,363.39,Expense,2023-08
2023-08-07,Partner sing administration main according.,health & fitness,695.06,Expense,2023-08
2023-08-09,Religious order.,travel,1500.43,Expense,2023-08
2023-08-09,Really society live camera.,travel,64.63,Expense,2023-08
2023-08-10,Mission include visit.,investment,2313.0,Income,2023-08
2023-08-10,Conference matter wear physical site.,entertainment,545.48,Expense,2023-08
2023-08-11,Above dog brother morning.,food & drink,1730.61,Expense,2023-08
2023-08-16,Gun seven music despite show.,food & drink,953.45,Expense,2023-08
2023-08-17,Apply both chance.,investment,569.0,Income,2023-08
2023-08-17,Computer prove amount population.,travel,1428.35,Expense,2023-08
2023-08-21,Itself free source.,travel,853.38,Expense,2023-08
2023-08-22,Bit appear.,health & fitness,923.41,Expense,2023-08
2023-08-23,Citizen ahead method.,travel,1357.62,Expense,2023-08
2023-08-25,Return or for.,shopping,1173.13,Expense,2023-08
2023-08-27,Discover body direction down.,other,2815.0,Income,2023-08
2023-08-30,Heart determine likely.,rent,968.66,Expense,2023-08
2023-08-30,Three certain.,travel,1284.78,Expense,2023-08
2023-08-30,Hold carry rest.,travel,1315.68,Expense,2023-08
2023-08-30,Dark camera realize.,travel,384.84,Expense,2023-08
2023-09-01,Carry surface learn.,entertainment,1800.38,Expense,2023-09
2023-09-01,Detail far church some.,shopping,1324.46,Expense,2023-09
2023-09-03,Wife talk beat tax majority.,food & drink,1314.25,Expense,2023-09
2023-09-04,List leg address into their.,travel,1814.75,Expense,2023-09
2023-09-04,Its develop until watch.,food & drink,1170.22,Expense,2023-09
2023-09-04,Individual analysis.,entertainment,692.9,Expense,2023-09
2023-09-07,Almost most look something.,salary,1813.99,Expense,2023-09
2023-09-10,Manager bar send really.,travel,1692.38,Expense,2023-09
2023-09-11,Car fast positive.,utilities,594.63,Expense,2023-09
2023-09-11,Look fight.,travel,1453.12,Expense,2023-09
2023-09-12,Section agency lawyer sign them.,utilities,1894.38,Expense,2023-09
2023-09-12,Smile have less.,rent,452.28,Expense,2023-09
2023-09-13,Audience throw four allow international.,travel,846.74,Expense,2023-09
2023-09-14,My some skin ball thing.,health & fitness,528.51,Expense,2023-09
2023-09-14,War push thousand book half.,rent,946.37,Expense,2023-09
2023-09-14,Hand possible relate night.,rent,949.72,Expense,2023-09
2023-09-15,Wonder draw box.,investment,3626.0,Income,2023-09
2023-09-15,That reflect send set fly.,shopping,117.58,Expense,2023-09
2023-09-16,Quite everyone as generation.,utilities,1984.77,Expense,2023-09
2023-09-16,Money but report question.,salary,295.02,Expense,2023-09
2023-09-21,Later happy pull.,utilities,1560.09,Expense,2023-09
2023-09-21,Throughout leader bag.,utilities,633.69,Expense,2023-09
2023-09-23,When baby clearly.,other,2740.0,Income,2023-09
2023-09-24,Many themselves minute.,utilities,1156.8,Expense,2023-09
2023-09-28,Indicate radio use.,investment,1560.0,Income,2023-09
2023-09-29,Information scene again country.,shopping,812.75,Expense,2023-09
2023-10-03,Strong mind from.,shopping,19.29,Expense,2023-10
2023-10-04,Pretty skin main program.,health & fitness,1900.64,Expense,2023-10
2023-10-04,Knowledge fight car smile commercial.,entertainment,45.65,Expense,2023-10
2023-10-05,Machine wife show.,investment,2353.0,Income,2023-10
2023-10-06,Good lay coach.,health & fitness,631.06,Expense,2023-10
2023-10-08,Expect win stuff realize project.,other,1868.0,Income,2023-10
2023-10-08,Draw american first.,investment,2942.0,Income,2023-10
2023-10-08,Employee continue none alone.,salary,1458.39,Expense,2023-10
2023-10-09,Challenge large wish move.,health & fitness,872.99,Expense,2023-10
2023-10-09,Identify material.,utilities,692.04,Expense,2023-10
2023-10-11,Until choose wife national.,health & fitness,1502.73,Expense,2023-10
2023-10-13,Positive far time wide.,other,656.0,Income,2023-10
2023-10-14,Son rock two.,utilities,430.27,Expense,2023-10
2023-10-14,Rule too.,investment,1508.0,Income,2023-10
2023-10-15,Bring agent pay detail group.,food & drink,756.63,Expense,2023-10
2023-10-15,Part crime.,food & drink,1191.91,Expense,2023-10
2023-10-16,Sit short cultural.,investment,661.0,Income,2023-10
2023-10-17,Support quality whatever wish hour.,investment,3914.0,Income,2023-10
2023-10-17,Owner memory argue project.,rent,1099.09,Expense,2023-10
2023-10-27,Respond into history.,utilities,418.93,Expense,2023-10
2023-10-27,General final knowledge.,food & drink,609.22,Expense,2023-10
2023-10-29,Democratic thousand.,travel,1249.37,Expense,2023-10
2023-10-30,Eye south wife interest.,shopping,1663.0,Expense,2023-10
2023-10-30,Structure our century.,investment,2815.0,Income,2023-10
2023-11-04,Write moment friend value.,investment,4577.0,Income,2023-11
2023-11-05,According police.,investment,2654.0,Income,2023-11
2023-11-08,Company left nothing trip.,entertainment,722.26,Expense,2023-11
2023-11-08,Strategy face make.,utilities,88.42,Expense,2023-11
2023-11-08,Fight nice less agree able.,entertainment,1379.53,Expense,2023-11
2023-11-09,What strong line.,entertainment,15.45,Expense,2023-11
2023-11-09,Conference trade population agreement.,rent,1672.11,Expense,2023-11
2023-11-11,Yes at seat ok.,utilities,1899.4,Expense,2023-11
2023-11-11,Than physical live reason.,rent,1449.89,Expense,2023-11
2023-11-13,Mention offer suddenly clear.,other,2393.0,Income,2023-11
2023-11-14,Floor there career.,travel,535.61,Expense,2023-11
2023-11-14,Evening information.,investment,823.0,Income,2023-11
2023-11-15,Face morning.,health & fitness,1605.18,Expense,2023-11
2023-11-17,Create physical share out cold.,rent,199.05,Expense,2023-11
2023-11-18,Step rate feeling rate.,food & drink,29.25,Expense,2023-11
2023-11-21,Move goal.,investment,3192.0,Income,2023-11
2023-11-21,Carry example.,salary,1910.63,Expense,2023-11
2023-11-22,Future treat bill choice.,rent,751.52,Expense,2023-11
2023-11-23,Somebody next ready.,rent,807.55,Expense,2023-11
2023-11-23,Republican reduce sort individual trouble.,travel,1673.06,Expense,2023-11
2023-11-26,Type look find.,salary,1601.8,Expense,2023-11
2023-11-26,Stage threat our.,utilities,234.98,Expense,2023-11
2023-11-26,Report agreement sport.,food & drink,1963.32,Expense,2023-11
2023-11-26,Task central dinner.,rent,837.9,Expense,2023-11
2023-11-27,Candidate bad real.,salary,370.71,Expense,2023-11
2023-11-27,Affect machine.,health & fitness,1226.6,Expense,2023-11
2023-11-28,Cultural allow.,utilities,971.33,Expense,2023-11
2023-11-28,Arrive budget education at property.,shopping,886.97,Expense,2023-11
2023-11-29,Turn day top.,other,601.0,Income,2023-11
2023-12-05,Ahead certainly second everyone.,entertainment,1956.01,Expense,2023-12
2023-12-05,Goal talk sit party.,health & fitness,1043.01,Expense,2023-12
2023-12-06,Attention standard shake more respond.,rent,871.37,Expense,2023-12
2023-12-08,Top mr wind.,salary,698.04,Expense,2023-12
2023-12-09,Turn surface listen.,shopping,305.82,Expense,2023-12
2023-12-09,Pull blue strong wonder.,food & drink,33.17,Expense,2023-12
2023-12-10,Method imagine seven.,salary,1705.22,Expense,2023-12
2023-12-11,Letter mind many.,rent,1505.35,Expense,2023-12
2023-12-13,News american foreign.,health & fitness,1940.59,Expense,2023-12
2023-12-14,Exist outside find wish.,investment,3601.0,Income,2023-12
2023-12-14,Network fact talk.,entertainment,166.87,Expense,2023-12
2023-12-18,Thus sort.,salary,185.16,Expense,2023-12
2023-12-20,Actually purpose public.,health & fitness,246.23,Expense,2023-12
2023-12-21,Mission put budget house.,food & drink,214.26,Expense,2023-12
2023-12-22,Ask window full.,food & drink,1653.56,Expense,2023-12
2023-12-23,Do interesting material.,travel,1781.32,Expense,2023-12
2023-12-25,Event smile popular hundred live.,salary,1901.21,Expense,2023-12
2023-12-26,Memory challenge lawyer business.,food & drink,1635.01,Expense,2023-12
2023-12-27,Discuss wall ahead scene.,health & fitness,1124.7,Expense,2023-12
2023-12-29,Question will him quickly.,salary,1436.15,Expense,2023-12
2023-12-29,Perform benefit baby.,salary,236.91,Expense,2023-12
2023-12-29,Society dark product make.,entertainment,14.37,Expense,2023-12
2024-01-02,Gas teacher national weight all.,travel,1099.9,Expense,2024-01
2024-01-02,Himself fire heavy.,rent,101.1,Expense,2024-01
2024-01-04,Allow news.,investment,3852.0,Income,2024-01
2024-01-04,Man care resource.,investment,2036.0,Income,2024-01
2024-01-07,Notice make.,other,2266.0,Income,2024-01
2024-01-09,Occur live take media hot.,entertainment,1436.41,Expense,2024-01
2024-01-09,Wife pay good within fly.,other,880.0,Income,2024-01
2024-01-10,And student give score agree.,rent,1546.57,Expense,2024-01
2024-01-11,Best generation group goal.,utilities,1928.07,Expense,2024-01
2024-01-11,Doctor fine be.,investment,4045.0,Income,2024-01
2024-01-11,Boy college mrs.,salary,1849.5,Expense,2024-01
2024-01-12,Price institution method inside.,utilities,1386.72,Expense,2024-01
2024-01-13,Onto worry help hope.,investment,1348.0,Income,2024-01
2024-01-14,Space beyond.,health & fitness,1013.18,Expense,2024-01
2024-01-15,Market specific property coach.,entertainment,554.46,Expense,2024-01
2024-01-16,Wide cut player wind.,travel,911.16,Expense,2024-01
2024-01-16,Degree enter father of source.,other,4696.0,Income,2024-01
2024-01-16,Behind front attack song little.,health & fitness,1426.63,Expense,2024-01
2024-01-17,Somebody prepare few sound.,entertainment,409.77,Expense,2024-01
2024-01-19,Finish increase economy middle public.,travel,1376.36,Expense,2024-01
2024-01-19,Thing physical might.,utilities,1962.86,Expense,2024-01
2024-01-19,Material produce station visit environmental.,utilities,1012.75,Expense,2024-01
2024-01-19,Table trade various risk art.,health & fitness,1423.6,Expense,2024-01
2024-01-20,Leg drive second she.,salary,1169.78,Expense,2024-01
2024-01-22,Five store ask data.,shopping,1351.74,Expense,2024-01
2024-01-23,Statement position either.,travel,1756.18,Expense,2024-01
2024-01-24,Draw change agree someone.,food & drink,1050.23,Expense,2024-01
2024-01-25,Magazine yard instead town.,investment,934.0,Income,2024-01
2024-01-26,Evening ahead smile.,entertainment,541.29,Expense,2024-01
2024-01-26,Compare system white magazine after.,travel,1369.95,Expense,2024-01
2024-01-26,Own test too imagine.,investment,2917.0,Income,2024-01
2024-01-27,However style.,food & drink,723.78,Expense,2024-01
2024-01-28,Born same usually.,entertainment,1487.4,Expense,2024-01
2024-01-30,Wear use edge this draw.,entertainment,1026.74,Expense,2024-01
2024-02-01,Forget once hope security.,travel,1388.94,Expense,2024-02
2024-02-06,Design blood degree ever.,other,3674.0,Income,2024-02
2024-02-07,Television argue mouth.,health & fitness,1932.01,Expense,2024-02
2024-02-07,Nation little east everyone.,other,2163.0,Income,2024-02
2024-02-10,Little happy final population.,salary,1661.67,Expense,2024-02
2024-02-10,Real small.,health & fitness,1512.66,Expense,2024-02
2024-02-10,Need finally when.,entertainment,1554.53,Expense,2024-02
2024-02-14,Movement door kind.,travel,903.14,Expense,2024-02
2024-02-14,Until truth feeling view.,rent,382.08,Expense,2024-02
2024-02-15,Decision three trouble.,investment,3590.0,Income,2024-02
2024-02-16,Smile ever bag single.,other,2664.0,Income,2024-02
2024-02-17,Say unit four institution.,other,546.0,Income,2024-02
2024-02-19,Recognize media goal.,utilities,89.48,Expense,2024-02
2024-02-21,Law agree appear political.,food & drink,1549.59,Expense,2024-02
2024-02-21,Able customer figure.,travel,986.2,Expense,2024-02
2024-02-21,Book economic.,health & fitness,155.03,Expense,2024-02
2024-02-22,Rate society floor long same.,entertainment,1914.41,Expense,2024-02
2024-02-23,Reach step son.,utilities,837.7,Expense,2024-02
2024-02-23,Increase consider.,rent,705.31,Expense,2024-02
2024-02-24,Difference way type positive phone.,health & fitness,668.82,Expense,2024-02
2024-02-24,Cup red collection husband.,salary,1993.3,Expense,2024-02
2024-02-25,Employee become happy water bring.,food & drink,238.3,Expense,2024-02
2024-02-27,Significant up still management.,entertainment,1809.95,Expense,2024-02
2024-02-27,Course technology site.,entertainment,1918.2,Expense,2024-02
2024-02-27,High issue deal democratic.,health & fitness,768.93,Expense,2024-02
2024-02-28,Industry impact certainly.,rent,777.89,Expense,2024-02
2024-02-29,Dog late eat.,travel,59.16,Expense,2024-02
2024-03-02,Beat light the window.,health & fitness,1033.48,Expense,2024-03
2024-03-03,Require remain save.,salary,97.26,Expense,2024-03
2024-03-05,Believe arrive.,entertainment,647.42,Expense,2024-03
2024-03-05,Likely great paper.,investment,1871.0,Income,2024-03
2024-03-06,Effect people.,food & drink,1257.6,Expense,2024-03
2024-03-06,Provide car throughout american.,entertainment,1731.25,Expense,2024-03
2024-03-06,College manage fund.,rent,419.1,Expense,2024-03
2024-03-07,Bed report item.,shopping,1296.66,Expense,2024-03
2024-03-07,Finish without.,utilities,57.27,Expense,2024-03
2024-03-08,Security unit executive.,food & drink,184.17,Expense,2024-03
2024-03-11,Stop unit might job close.,other,1077.0,Income,2024-03
2024-03-13,New type pm.,entertainment,1822.86,Expense,2024-03
2024-03-15,Country approach.,salary,1264.13,Expense,2024-03
2024-03-16,Like clear.,food & drink,785.11,Expense,2024-03
